FlatFileSource_Name,FlatFileSource_ConnectionName,FlatFileSource_DataType,FlatFileSource_ColumnDelimiter,FlatFileSource_Property,FlatFileSource_Format,OleDbSource_Name,OleDbSource_ConnectionName,OleDbSource_ReadSolids,OleDbSource_Property,MergeJoinTransform_Name,MergeJoinTransform_JoinType,MergeJoinTransform_JoinInput,MergeJoinTransform_JoinCondition,LookupTransform_Name,LookupTransform_InputName,LookupTransform_DestinationName,LookupTransform_LookupOutputColumn,LookupTransform_LookupSource,LookupTransform_LookupCondition,ExpressionTransform_Name,ExpressionTransform_InputName,OleDbDestination_Name,OleDbDestination_ConnectionName,OleDbDestination_Property,FlatFileDestination_Name,FlatFileDestination_ConnectionName,FlatFileDestination_DataType,FlatFileDestination_Format,FlatFileDestination_Property,xml_filename
CustomerPreferences,s3a://source-delta-lake/CustomerPreferences/,Text,|,"[{'@Name': 'FileName', '#text': 'CustomerPreferences.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CustomerPreferences,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT PreferenceID ,  CustomerID FROM CustomerPreferences where price>= 100;'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerPreferences'}, {'@OutputName': 'InventoryData', '@SourceName': 'CustomerRetention'}]",{'@JoinExpression': 'ProductData.RetentionID  = InventoryData.RetentionID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float32'}","{'@Name': 'CustomerPreferences', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.PreferenceID  = CustomerPreferences.PreferenceID '},ExpressionTransform1,Merge,CustomerPreferences,DatabaseConnection,"[{'@Name': 'CustomerPreferences', '#text': 'ProcessedCustomerPreferences'}, {'@Name': 'CustomerRetention', '#text': 'ProcessedCustomerPreferences'}]",CustomerPreferences,s3://delta-lake/CustomerPreferences/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerPreferences.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml6.xml
CustomerRetention,s3a://source-delta-lake/CustomerRetention/,Text,:,"[{'@Name': 'FileName', '#text': 'CustomerRetention.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,CustomerRetention,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT RetentionID ,  CustomerID FROM CustomerRetention'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerPreferences'}, {'@OutputName': 'InventoryData', '@SourceName': 'CustomerRetention'}]",{'@JoinExpression': 'ProductData.RetentionID  = InventoryData.RetentionID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' CustomerID', '@DataType': 'Float16'}","{'@Name': 'CustomerRetention', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.PreferenceID  = CustomerRetention.PreferenceID '},ExpressionTransform2,Sort,CustomerRetention,DatabaseConnection,"[{'@Name': 'CustomerPreferences', '#text': 'ProcessedCustomerPreferences'}, {'@Name': 'CustomerRetention', '#text': 'ProcessedCustomerPreferences'}]",CustomerRetention,s3://delta-lake/CustomerRetention/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerRetention.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml6.xml
CustomerSegments,s3://source-delta-lake/data/CustomerSegments/,Text,;,"[{'@Name': 'FileName', '#text': 'CustomerSegments.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,CustomerSegments,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SegmentID ,  SegmentName, REPLACE(SegmentName, Hotel Restraunt Cafe, HoReCa) FROM CustomerSegments'}",MergeJoin1,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerSegments'}, {'@OutputName': 'InventoryData', '@SourceName': 'CustomerSupportLogs'}]",{'@JoinExpression': 'ProductData.LogID  = InventoryData.LogID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' SegmentName', '@DataType': 'Float16'}","{'@Name': 'CustomerSegments', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SegmentID  = CustomerSegments.SegmentID '},ExpressionTransform1,UnionAll,CustomerSegments,DatabaseConnection,"[{'@Name': 'CustomerSegments', '#text': 'ProcessedCustomerSegments'}, {'@Name': 'CustomerSupportLogs', '#text': 'ProcessedCustomerSegments'}]",CustomerSegments,s3://delta-lake/CustomerSegments/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerSegments.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml7.xml
CustomerSupportLogs,s3://source-delta-lake/CustomerSupportLogs/,Text,",","[{'@Name': 'FileName', '#text': 'CustomerSupportLogs.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '130'}]",FixedWidth,CustomerSupportLogs,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT LogID ,  CustomerID FROM CustomerSupportLogs where LogID <1001'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'CustomerSegments'}, {'@OutputName': 'InventoryData', '@SourceName': 'CustomerSupportLogs'}]",{'@JoinExpression': 'ProductData.LogID  = InventoryData.LogID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' SegmentName', '@DataType': 'Text'}","{'@Name': 'CustomerSupportLogs', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.SegmentID  = CustomerSupportLogs.SegmentID '},ExpressionTransform2,MultiCast,CustomerSupportLogs,DatabaseConnection,"[{'@Name': 'CustomerSegments', '#text': 'ProcessedCustomerSegments'}, {'@Name': 'CustomerSupportLogs', '#text': 'ProcessedCustomerSegments'}]",CustomerSupportLogs,s3://delta-lake/CustomerSupportLogs/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'CustomerSupportLogs.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml7.xml
DemandForecasting,s3a://source-delta-lake/data/DemandForecasting/,Text,:,"[{'@Name': 'FileName', '#text': 'DemandForecasting.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,DemandForecasting,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ForecastID ,  IntegrationID  FROM DemandForecasting order by avg_price'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'DemandForecasting'}, {'@OutputName': 'InventoryData', '@SourceName': 'E-commerceIntegration'}]",{'@JoinExpression': 'ProductData.IntegrationID  = InventoryData.IntegrationID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' IntegrationID ', '@DataType': 'Int64'}","{'@Name': 'DemandForecasting', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ForecastID  = DemandForecasting.ForecastID '},ExpressionTransform1,LookUp,DemandForecasting,DatabaseConnection,"[{'@Name': 'DemandForecasting', '#text': 'ProcessedDemandForecasting'}, {'@Name': 'E-commerceIntegration', '#text': 'ProcessedDemandForecasting'}]",DemandForecasting,s3://delta-lake/DemandForecasting/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'DemandForecasting.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml8.xml
E-commerceIntegration,s3://source-delta-lake/data/E-commerceIntegration/,Text,",","[{'@Name': 'FileName', '#text': 'E-commerceIntegration.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '80'}]",FixedWidth,E-commerceIntegration,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT IntegrationID ,  IntegrationType FROM E-commerceIntegration limit 12100;'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'DemandForecasting'}, {'@OutputName': 'InventoryData', '@SourceName': 'E-commerceIntegration'}]",{'@JoinExpression': 'ProductData.IntegrationID  = InventoryData.IntegrationID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' IntegrationID ', '@DataType': 'Int8'}","{'@Name': 'E-commerceIntegration', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ForecastID  = E-commerceIntegration.ForecastID '},ExpressionTransform2,Merge,E-commerceIntegration,DatabaseConnection,"[{'@Name': 'DemandForecasting', '#text': 'ProcessedDemandForecasting'}, {'@Name': 'E-commerceIntegration', '#text': 'ProcessedDemandForecasting'}]",E-commerceIntegration,s3://delta-lake/E-commerceIntegration/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'E-commerceIntegration.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml8.xml
EmployeeAttendance,s3://source-delta-lake/data/EmployeeAttendance/,Text,:,"[{'@Name': 'FileName', '#text': 'EmployeeAttendance.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EmployeeAttendance,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT AttendanceID ,  EmployeeID FROM EmployeeAttendance'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeAttendance'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeTraining'}]",{'@JoinExpression': 'ProductData.TrainingID  = InventoryData.TrainingID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Text'}","{'@Name': 'EmployeeAttendance', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.AttendanceID  = EmployeeAttendance.AttendanceID '},ExpressionTransform1,LookUp,EmployeeAttendance,DatabaseConnection,"[{'@Name': 'EmployeeAttendance', '#text': 'ProcessedEmployeeAttendance'}, {'@Name': 'EmployeeTraining', '#text': 'ProcessedEmployeeAttendance'}]",EmployeeAttendance,s3://delta-lake/EmployeeAttendance/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeAttendance.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml9.xml
EmployeeTraining,s3://source-delta-lake/data/EmployeeTraining/,Text,;,"[{'@Name': 'FileName', '#text': 'EmployeeTraining.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,EmployeeTraining,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TrainingID ,  EmployeeID FROM EmployeeTraining'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeAttendance'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeTraining'}]",{'@JoinExpression': 'ProductData.TrainingID  = InventoryData.TrainingID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Int32'}","{'@Name': 'EmployeeTraining', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.AttendanceID  = EmployeeTraining.AttendanceID '},ExpressionTransform2,UnionAll,EmployeeTraining,DatabaseConnection,"[{'@Name': 'EmployeeAttendance', '#text': 'ProcessedEmployeeAttendance'}, {'@Name': 'EmployeeTraining', '#text': 'ProcessedEmployeeAttendance'}]",EmployeeTraining,s3://delta-lake/EmployeeTraining/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeTraining.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml9.xml
EmployeeBenefits,s3a://source-delta-lake/EmployeeBenefits/,Text,|,"[{'@Name': 'FileName', '#text': 'EmployeeBenefits.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EmployeeBenefits,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT BenefitID ,  EmployeeID FROM EmployeeBenefits'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeBenefits'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeScheduling'}]",{'@JoinExpression': 'ProductData.ScheduleID  = InventoryData.ScheduleID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Float32'}","{'@Name': 'EmployeeBenefits', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.BenefitID  = EmployeeBenefits.BenefitID '},ExpressionTransform1,LookUp,EmployeeBenefits,DatabaseConnection,"[{'@Name': 'EmployeeBenefits', '#text': 'ProcessedEmployeeBenefits'}, {'@Name': 'EmployeeScheduling', '#text': 'ProcessedEmployeeBenefits'}]",EmployeeBenefits,s3://delta-lake/EmployeeBenefits/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeBenefits.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml10.xml
EmployeeScheduling,s3://source-delta-lake/data/EmployeeScheduling/,Text,:,"[{'@Name': 'FileName', '#text': 'EmployeeScheduling.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '140'}]",FixedWidth,EmployeeScheduling,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ScheduleID ,  EmployeeID FROM EmployeeScheduling'}",MergeJoin2,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeBenefits'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeScheduling'}]",{'@JoinExpression': 'ProductData.ScheduleID  = InventoryData.ScheduleID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Float64'}","{'@Name': 'EmployeeScheduling', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.BenefitID  = EmployeeScheduling.BenefitID '},ExpressionTransform2,MultiCast,EmployeeScheduling,DatabaseConnection,"[{'@Name': 'EmployeeBenefits', '#text': 'ProcessedEmployeeBenefits'}, {'@Name': 'EmployeeScheduling', '#text': 'ProcessedEmployeeBenefits'}]",EmployeeScheduling,s3://delta-lake/EmployeeScheduling/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeScheduling.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml10.xml
EmployeeDisciplinary,s3a://source-delta-lake/EmployeeDisciplinary/,Text,;,"[{'@Name': 'FileName', '#text': 'EmployeeDisciplinary.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EmployeeDisciplinary,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT DisciplinaryID ,  EmployeeID FROM EmployeeDisciplinary'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeDisciplinary'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeBenefitsClaims'}]",{'@JoinExpression': 'ProductData.ClaimID  = InventoryData.ClaimID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Text'}","{'@Name': 'EmployeeDisciplinary', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.DisciplinaryID  = EmployeeDisciplinary.DisciplinaryID '},ExpressionTransform1,LookUp,EmployeeDisciplinary,DatabaseConnection,"[{'@Name': 'EmployeeDisciplinary', '#text': 'ProcessedEmployeeDisciplinary'}, {'@Name': 'EmployeeBenefitsClaims', '#text': 'ProcessedEmployeeDisciplinary'}]",EmployeeDisciplinary,s3://delta-lake/EmployeeDisciplinary/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeDisciplinary.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml11.xml
EmployeeBenefitsClaims,s3://source-delta-lake/data/EmployeeBenefitsClaims/,Text,;,"[{'@Name': 'FileName', '#text': 'EmployeeBenefitsClaims.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '170'}]",FixedWidth,EmployeeBenefitsClaims,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ClaimID ,  EmployeeID FROM EmployeeBenefitsClaims'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeDisciplinary'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeBenefitsClaims'}]",{'@JoinExpression': 'ProductData.ClaimID  = InventoryData.ClaimID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Int64'}","{'@Name': 'EmployeeBenefitsClaims', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.DisciplinaryID  = EmployeeBenefitsClaims.DisciplinaryID '},ExpressionTransform2,MultiCast,EmployeeBenefitsClaims,DatabaseConnection,"[{'@Name': 'EmployeeDisciplinary', '#text': 'ProcessedEmployeeDisciplinary'}, {'@Name': 'EmployeeBenefitsClaims', '#text': 'ProcessedEmployeeDisciplinary'}]",EmployeeBenefitsClaims,s3://delta-lake/EmployeeBenefitsClaims/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeBenefitsClaims.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml11.xml
EmployeeEngagement,s3a://source-delta-lake/data/EmployeeEngagement/,Text,:,"[{'@Name': 'FileName', '#text': 'EmployeeEngagement.csv'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EmployeeEngagement,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT EngagementID ,  EmployeeID FROM EmployeeEngagement'}",MergeJoin1,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeEngagement'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeTrainingLogs'}]",{'@JoinExpression': 'ProductData.TrainingLogID  = InventoryData.TrainingLogID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Int16'}","{'@Name': 'EmployeeEngagement', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EngagementID  = EmployeeEngagement.EngagementID '},ExpressionTransform1,MultiCast,EmployeeEngagement,DatabaseConnection,"[{'@Name': 'EmployeeEngagement', '#text': 'ProcessedEmployeeEngagement'}, {'@Name': 'EmployeeTrainingLogs', '#text': 'ProcessedEmployeeEngagement'}]",EmployeeEngagement,s3://delta-lake/EmployeeEngagement/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeEngagement.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml12.xml
EmployeeTrainingLogs,s3a://source-delta-lake/EmployeeTrainingLogs/,Text,:,"[{'@Name': 'FileName', '#text': 'EmployeeTrainingLogs.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '80'}]",FixedWidth,EmployeeTrainingLogs,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT TrainingLogID ,  EmployeeID FROM EmployeeTrainingLogs'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EmployeeEngagement'}, {'@OutputName': 'InventoryData', '@SourceName': 'EmployeeTrainingLogs'}]",{'@JoinExpression': 'ProductData.TrainingLogID  = InventoryData.TrainingLogID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' EmployeeID', '@DataType': 'Float8'}","{'@Name': 'EmployeeTrainingLogs', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.EngagementID  = EmployeeTrainingLogs.EngagementID '},ExpressionTransform2,MultiCast,EmployeeTrainingLogs,DatabaseConnection,"[{'@Name': 'EmployeeEngagement', '#text': 'ProcessedEmployeeEngagement'}, {'@Name': 'EmployeeTrainingLogs', '#text': 'ProcessedEmployeeEngagement'}]",EmployeeTrainingLogs,s3://delta-lake/EmployeeTrainingLogs/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EmployeeTrainingLogs.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml12.xml
EnergyConsumption,s3://source-delta-lake/EnergyConsumption/,Text,|,"[{'@Name': 'FileName', '#text': 'EnergyConsumption.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,EnergyConsumption,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ConsumptionID ,  FacilityID FROM EnergyConsumption where UnitPrice >2 AND FixedPrice<50'}",MergeJoin1,RightJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EnergyConsumption'}, {'@OutputName': 'InventoryData', '@SourceName': 'FacilityInspections'}]",{'@JoinExpression': 'ProductData.InspectionID  = InventoryData.InspectionID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Int64'}","{'@Name': 'EnergyConsumption', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ConsumptionID  = EnergyConsumption.ConsumptionID '},ExpressionTransform1,MultiCast,EnergyConsumption,DatabaseConnection,"[{'@Name': 'EnergyConsumption', '#text': 'ProcessedEnergyConsumption'}, {'@Name': 'FacilityInspections', '#text': 'ProcessedEnergyConsumption'}]",EnergyConsumption,s3://delta-lake/EnergyConsumption/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'EnergyConsumption.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml13.xml
FacilityInspections,s3a://source-delta-lake/FacilityInspections/,Text,",","[{'@Name': 'FileName', '#text': 'FacilityInspections.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '100'}]",FixedWidth,FacilityInspections,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT InspectionID ,  FacilityID FROM FacilityInspections WHERE Domain=Chemistry'}",MergeJoin2,OuterJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'EnergyConsumption'}, {'@OutputName': 'InventoryData', '@SourceName': 'FacilityInspections'}]",{'@JoinExpression': 'ProductData.InspectionID  = InventoryData.InspectionID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Text'}","{'@Name': 'FacilityInspections', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ConsumptionID  = FacilityInspections.ConsumptionID '},ExpressionTransform2,Merge,FacilityInspections,DatabaseConnection,"[{'@Name': 'EnergyConsumption', '#text': 'ProcessedEnergyConsumption'}, {'@Name': 'FacilityInspections', '#text': 'ProcessedEnergyConsumption'}]",FacilityInspections,s3://delta-lake/FacilityInspections/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'FacilityInspections.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml13.xml
FacilityUtilization,s3a://source-delta-lake/FacilityUtilization/,Text,",","[{'@Name': 'FileName', '#text': 'FacilityUtilization.csv.gzip'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,FacilityUtilization,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT UtilizationID ,  FacilityID FROM FacilityUtilization WHERE PowerUtilization>= 2'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'FacilityUtilization'}, {'@OutputName': 'InventoryData', '@SourceName': 'FacilitySecurity'}]",{'@JoinExpression': 'ProductData.SecurityID  = InventoryData.SecurityID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Float16'}","{'@Name': 'FacilityUtilization', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.UtilizationID  = FacilityUtilization.UtilizationID '},ExpressionTransform1,UnionAll,FacilityUtilization,DatabaseConnection,"[{'@Name': 'FacilityUtilization', '#text': 'ProcessedFacilityUtilization'}, {'@Name': 'FacilitySecurity', '#text': 'ProcessedFacilityUtilization'}]",FacilityUtilization,s3://delta-lake/FacilityUtilization/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'FacilityUtilization.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml14.xml
FacilitySecurity,s3://source-delta-lake/data/FacilitySecurity/,Text,;,"[{'@Name': 'FileName', '#text': 'FacilitySecurity.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '120'}]",FixedWidth,FacilitySecurity,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT SecurityID ,  FacilityID FROM FacilitySecurity'}",MergeJoin2,InnerJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'FacilityUtilization'}, {'@OutputName': 'InventoryData', '@SourceName': 'FacilitySecurity'}]",{'@JoinExpression': 'ProductData.SecurityID  = InventoryData.SecurityID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' FacilityID', '@DataType': 'Int32'}","{'@Name': 'FacilitySecurity', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.UtilizationID  = FacilitySecurity.UtilizationID '},ExpressionTransform2,Merge,FacilitySecurity,DatabaseConnection,"[{'@Name': 'FacilityUtilization', '#text': 'ProcessedFacilityUtilization'}, {'@Name': 'FacilitySecurity', '#text': 'ProcessedFacilityUtilization'}]",FacilitySecurity,s3://delta-lake/FacilitySecurity/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'FacilitySecurity.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml14.xml
FinancialReports,s3a://source-delta-lake/data/FinancialReports/,Text,|,"[{'@Name': 'FileName', '#text': 'FinancialReports.parquet'}, {'@Name': 'HeaderRowDelimiters', '#text': '""\\r\\n""'}]",,FinancialReports,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT ReportID ,  ReportType FROM FinancialReports'}",MergeJoin1,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'FinancialReports'}, {'@OutputName': 'InventoryData', '@SourceName': 'SalesPerformance'}]",{'@JoinExpression': 'ProductData.PerformanceID  = InventoryData.PerformanceID '},LookupTransform1,MergedData,JoinedData,"{'@ColumnName': ' ReportType', '@DataType': 'Float8'}","{'@Name': 'FinancialReports', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ReportID  = FinancialReports.ReportID '},ExpressionTransform1,LookUp,FinancialReports,DatabaseConnection,"[{'@Name': 'FinancialReports', '#text': 'ProcessedFinancialReports'}, {'@Name': 'SalesPerformance', '#text': 'ProcessedFinancialReports'}]",FinancialReports,s3://delta-lake/FinancialReports/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'FinancialReports.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml15.xml
SalesPerformance,s3://source-delta-lake/data/SalesPerformance/,Text,;,"[{'@Name': 'FileName', '#text': 'SalesPerformance.txt'}, {'@Name': 'FixedWidthRecordLength', '#text': '90'}]",FixedWidth,SalesPerformance,DatabaseConnection,FALSE,"{'@Name': 'SqlCommand', '#text': 'SELECT PerformanceID ,  ProductID FROM SalesPerformance WHERE Profit >= 10'}",MergeJoin2,LeftJoin,"[{'@OutputName': 'ProductData', '@SourceName': 'FinancialReports'}, {'@OutputName': 'InventoryData', '@SourceName': 'SalesPerformance'}]",{'@JoinExpression': 'ProductData.PerformanceID  = InventoryData.PerformanceID '},LookupTransform2,MergedData,JoinedData,"{'@ColumnName': ' ReportType', '@DataType': 'Text'}","{'@Name': 'SalesPerformance', '@ConnectionName': 'DatabaseConnection'}",{'@JoinExpression': 'MergedData.ReportID  = SalesPerformance.ReportID '},ExpressionTransform2,MergeJoin,SalesPerformance,DatabaseConnection,"[{'@Name': 'FinancialReports', '#text': 'ProcessedFinancialReports'}, {'@Name': 'SalesPerformance', '#text': 'ProcessedFinancialReports'}]",SalesPerformance,s3://delta-lake/SalesPerformance/,Text,Delimited,"[{'@Name': 'FileName', '#text': 'SalesPerformance.csv'}, {'@Name': 'ColumnDelimiter', '#text': '"",""'}]",xml15.xml
